"","Country","League","Season","Datetime","Home","Away","HG","AG","Res","HAGG","AAGG","AACG","HACG","HTP","ATP","TG","PH","PD","PA"
"1546","USA","MLS",2016,2016-07-09,"Seattle Sounders","Los Angeles Galaxy",0,1,"A","0.875","1.76470588235294","1.05882352941176","1.25","18","5","1","2.17","3.66","3.44"
"1547","USA","MLS",2016,2016-07-10,"Philadelphia Union","DC United",3,0,"H","1.61111111111111","1","1","1.44444444444444","6","13","3","1.93","3.61","4.36"
"1548","USA","MLS",2016,2016-07-10,"New England Revolution","Columbus Crew",3,1,"H","1.27777777777778","1.3125","1.5625","1.77777777777778","16","19","4","1.99","3.87","3.77"
"1549","USA","MLS",2016,2016-07-10,"Toronto FC","Chicago Fire",1,0,"H","1.125","1","1.33333333333333","1.1875","15","20","1","1.92","3.67","4.32"
"1550","USA","MLS",2016,2016-07-10,"Real Salt Lake","Montreal Impact",1,1,"D","1.64705882352941","1.6875","1.5","1.58823529411765","5","8","2","2.09","3.6","3.68"
"1551","USA","MLS",2016,2016-07-10,"Vancouver Whitecaps","Colorado Rapids",2,2,"D","1.5","1.11764705882353","0.647058823529412","1.72222222222222","10","2","4","2.2","3.32","3.71"
"1552","USA","MLS",2016,2016-07-10,"New York Red Bulls","Portland Timbers",0,0,"D","1.55555555555556","1.55555555555556","1.61111111111111","1.38888888888889","11","9","0","1.54","4.48","6.61"
"1553","USA","MLS",2016,2016-07-11,"Sporting Kansas City","New York City",3,1,"H","1.10526315789474","1.57894736842105","1.63157894736842","1.15789473684211","8","3","4","2.07","3.66","3.72"
"1554","USA","MLS",2016,2016-07-14,"Columbus Crew","Toronto FC",1,1,"D","1.29411764705882","1.11764705882353","1.11764705882353","1.64705882352941","19","12","2","1.63","4.15","5.84"
"1555","USA","MLS",2016,2016-07-14,"New York Red Bulls","Orlando City",2,0,"H","1.47368421052632","1.64705882352941","1.70588235294118","1.31578947368421","11","15","2","1.42","5.15","7.98"
"1556","USA","MLS",2016,2016-07-14,"Chicago Fire","Sporting Kansas City",1,0,"H","0.9375","1.2","1.15","1.3125","20","7","1","2.51","3.28","3.11"
"1557","USA","MLS",2016,2016-07-14,"Portland Timbers","Montreal Impact",1,1,"D","1.47368421052632","1.64705882352941","1.47058823529412","1.52631578947368","9","8","2","1.85","3.67","4.73"
"1558","USA","MLS",2016,2016-07-14,"Seattle Sounders","FC Dallas",5,0,"H","0.823529411764706","1.55","1.2","1.23529411764706","18","1","5","1.91","3.9","4.08"
"1559","USA","MLS",2016,2016-07-14,"Vancouver Whitecaps","Real Salt Lake",2,0,"H","1.52631578947368","1.61111111111111","1.55555555555556","1.73684210526316","10","6","2","1.52","4.65","6.59"
"1560","USA","MLS",2016,2016-07-16,"Los Angeles Galaxy","Houston Dynamo",1,0,"H","1.72222222222222","1.27777777777778","1.38888888888889","1","4","18","1","1.63","3.97","6.12"
"1561","USA","MLS",2016,2016-07-17,"Columbus Crew","DC United",1,1,"D","1.27777777777778","0.944444444444444","1.11111111111111","1.61111111111111","20","15","2","1.81","3.8","4.78"
"1562","USA","MLS",2016,2016-07-17,"Colorado Rapids","Sporting Kansas City",1,0,"H","1.16666666666667","1.14285714285714","1.14285714285714","0.722222222222222","2","7","1","2.17","3.43","3.67"
"1563","USA","MLS",2016,2016-07-17,"FC Dallas","Chicago Fire",3,1,"H","1.47619047619048","0.941176470588235","1.23529411764706","1.38095238095238","1","19","4","1.56","4.34","6.62"
"1564","USA","MLS",2016,2016-07-17,"Real Salt Lake","New England Revolution",0,0,"D","1.52631578947368","1.36842105263158","1.73684210526316","1.57894736842105","6","14","0","1.99","3.69","3.97"
"1565","USA","MLS",2016,2016-07-17,"Vancouver Whitecaps","Orlando City",2,2,"D","1.55","1.55555555555556","1.72222222222222","1.65","8","16","4","1.47","4.7","7.73"
"1566","USA","MLS",2016,2016-07-17,"San Jose Earthquakes","Toronto FC",2,1,"H","1.05555555555556","1.11111111111111","1.11111111111111","1.16666666666667","13","12","3","2.24","3.41","3.51"
"1567","USA","MLS",2016,2016-07-17,"Portland Timbers","Seattle Sounders",3,1,"H","1.45","1.05555555555556","1.16666666666667","1.5","11","17","4","2.05","3.5","3.97"
"1568","USA","MLS",2016,2016-07-17,"Montreal Impact","New York City",1,3,"A","1.61111111111111","1.55","1.7","1.44444444444444","10","4","4","2.29","3.58","3.23"
"1569","USA","MLS",2016,2016-07-18,"Philadelphia Union","New York Red Bulls",2,2,"D","1.68421052631579","1.5","1.25","1.36842105263158","6","10","4","2.72","3.38","2.76"
"1570","USA","MLS",2016,2016-07-23,"Real Salt Lake","San Jose Earthquakes",1,1,"D","1.45","1.10526315789474","1.15789473684211","1.5","6","12","2","1.95","3.54","4.33"
"1571","USA","MLS",2016,2016-07-23,"Portland Timbers","Los Angeles Galaxy",1,2,"A","1.52380952380952","1.68421052631579","0.947368421052632","1.47619047619048","7","4","3","2.29","3.56","3.26"
"1572","USA","MLS",2016,2016-07-24,"Columbus Crew","Orlando City",2,2,"D","1.26315789473684","1.57894736842105","1.73684210526316","1.57894736842105","19","16","4","1.53","4.51","6.69"
"1573","USA","MLS",2016,2016-07-24,"Montreal Impact","Philadelphia Union",5,1,"H","1.57894736842105","1.7","1.4","1.52631578947368","11","6","6","1.96","3.72","4.05"
"1574","USA","MLS",2016,2016-07-24,"New England Revolution","Chicago Fire",1,0,"H","1.3","0.944444444444444","1.33333333333333","1.65","14","20","1","1.82","3.66","4.94"
"1575","USA","MLS",2016,2016-07-24,"Toronto FC","DC United",4,1,"H","1.10526315789474","0.947368421052632","1.10526315789474","1.15789473684211","13","15","5","1.73","3.72","5.62"
"1576","USA","MLS",2016,2016-07-24,"Colorado Rapids","FC Dallas",1,1,"D","1.15789473684211","1.54545454545455","1.36363636363636","0.684210526315789","2","1","2","2.22","3.37","3.6"
"1577","USA","MLS",2016,2016-07-24,"Houston Dynamo","Vancouver Whitecaps",0,0,"D","1.21052631578947","1.57142857142857","1.66666666666667","1.36842105263158","18","8","0","2","3.77","3.84"
"1578","USA","MLS",2016,2016-07-24,"New York Red Bulls","New York City",4,1,"H","1.52380952380952","1.61904761904762","1.66666666666667","1.28571428571429","9","4","5","1.8","4.18","4.35"
"1579","USA","MLS",2016,2016-07-24,"Sporting Kansas City","Seattle Sounders",3,0,"H","1.09090909090909","1.05263157894737","1.26315789473684","1.13636363636364","10","17","3","1.8","3.71","5.02"
"1580","USA","MLS",2016,2016-07-30,"New York City","Colorado Rapids",5,1,"H","1.59090909090909","1.15","0.7","1.77272727272727","4","2","6","2.57","3.41","2.92"
"1581","USA","MLS",2016,2016-07-31,"Sporting Kansas City","Portland Timbers",1,0,"H","1.17391304347826","1.5","1.5","1.08695652173913","6","11","1","1.7","4","5.3"
"1582","USA","MLS",2016,2016-07-31,"Seattle Sounders","Los Angeles Galaxy",1,1,"D","1","1.7","0.95","1.35","17","4","2","2.49","3.46","3"
"1583","USA","MLS",2016,2016-07-31,"FC Dallas","Vancouver Whitecaps",2,0,"H","1.52173913043478","1.5","1.59090909090909","1.34782608695652","1","9","2","1.46","4.51","8.4"
"1584","USA","MLS",2016,2016-07-31,"DC United","Montreal Impact",1,1,"D","0.95","1.75","1.5","1.25","16","10","2","2.58","3.43","2.89"
"1585","USA","MLS",2016,2016-08-01,"Chicago Fire","New York Red Bulls",2,2,"D","0.894736842105263","1.63636363636364","1.27272727272727","1.31578947368421","20","6","4","3.05","3.56","2.4"
"1586","USA","MLS",2016,2016-08-01,"Philadelphia Union","Real Salt Lake",1,2,"A","1.66666666666667","1.42857142857143","1.47619047619048","1.57142857142857","9","7","3","1.79","3.98","4.61"
"1587","USA","MLS",2016,2016-08-01,"Orlando City","New England Revolution",3,1,"H","1.6","1.28571428571429","1.57142857142857","1.75","15","14","4","2.2","3.63","3.39"
"1588","USA","MLS",2016,2016-08-01,"Toronto FC","Columbus Crew",3,0,"H","1.25","1.3","1.6","1.15","12","19","3","1.91","3.86","4.12"
"1589","USA","MLS",2016,2016-08-01,"Houston Dynamo","San Jose Earthquakes",1,1,"D","1.15","1.1","1.15","1.3","18","13","2","2.11","3.43","3.85"
"1590","USA","MLS",2016,2016-08-04,"Toronto FC","Real Salt Lake",1,0,"H","1.33333333333333","1.45454545454545","1.45454545454545","1.0952380952381","8","6","1","1.6","4.29","5.99"
"1591","USA","MLS",2016,2016-08-06,"San Jose Earthquakes","New York City",0,0,"D","1.0952380952381","1.73913043478261","1.73913043478261","1.14285714285714","13","4","0","2.17","3.73","3.38"
"1592","USA","MLS",2016,2016-08-07,"DC United","Philadelphia Union",2,2,"D","0.952380952380952","1.63636363636364","1.59090909090909","1.23809523809524","16","10","4","2.4","3.34","3.24"
"1593","USA","MLS",2016,2016-08-07,"Montreal Impact","Houston Dynamo",1,0,"H","1.71428571428571","1.14285714285714","1.28571428571429","1.47619047619048","9","18","1","1.81","3.74","4.86"
"1594","USA","MLS",2016,2016-08-07,"Toronto FC","New England Revolution",4,1,"H","1.31818181818182","1.27272727272727","1.63636363636364","1.04545454545455","7","15","5","1.79","3.86","4.84"
"1595","USA","MLS",2016,2016-08-07,"Colorado Rapids","Vancouver Whitecaps",2,0,"H","1.14285714285714","1.43478260869565","1.60869565217391","0.904761904761905","2","11","2","1.76","3.71","5.37"
"1596","USA","MLS",2016,2016-08-07,"Real Salt Lake","Chicago Fire",3,1,"H","1.39130434782609","0.95","1.35","1.43478260869565","6","20","4","1.64","4.03","6"
"1597","USA","MLS",2016,2016-08-07,"Portland Timbers","Sporting Kansas City",3,0,"H","1.43478260869565","1.16666666666667","1.04166666666667","1.47826086956522","12","5","3","2.24","3.57","3.35"
"1598","USA","MLS",2016,2016-08-08,"Orlando City","Seattle Sounders",1,3,"A","1.66666666666667","1","1.33333333333333","1.71428571428571","14","17","4","2.47","3.55","2.96"
"1599","USA","MLS",2016,2016-08-08,"Los Angeles Galaxy","New York Red Bulls",2,2,"D","1.66666666666667","1.65217391304348","1.30434782608696","0.952380952380952","5","9","4","1.88","3.79","4.33"
"1600","USA","MLS",2016,2016-08-13,"Vancouver Whitecaps","San Jose Earthquakes",1,2,"A","1.375","1.04545454545455","1.09090909090909","1.625","12","13","3","2.2","3.37","3.64"
"1601","USA","MLS",2016,2016-08-14,"New York Red Bulls","Montreal Impact",3,1,"H","1.66666666666667","1.68181818181818","1.40909090909091","1.33333333333333","8","9","4","1.76","4","4.83"
"1602","USA","MLS",2016,2016-08-14,"Columbus Crew","New York City",3,3,"D","1.23809523809524","1.66666666666667","1.66666666666667","1.66666666666667","19","5","6","2","4.04","3.61"
"1603","USA","MLS",2016,2016-08-14,"New England Revolution","Philadelphia Union",0,4,"A","1.26086956521739","1.65217391304348","1.60869565217391","1.73913043478261","15","11","4","1.99","3.77","3.93"
"1604","USA","MLS",2016,2016-08-14,"DC United","Portland Timbers",2,0,"H","1","1.5","1.41666666666667","1.27272727272727","17","10","2","1.92","3.74","4.22"
"1605","USA","MLS",2016,2016-08-14,"FC Dallas","Sporting Kansas City",2,2,"D","1.54166666666667","1.12","1.12","1.29166666666667","1","7","4","1.97","3.58","4.2"
"1606","USA","MLS",2016,2016-08-14,"Los Angeles Galaxy","Colorado Rapids",1,1,"D","1.68181818181818","1.18181818181818","0.863636363636364","1","3","2","2","2.01","3.39","4.31"
"1607","USA","MLS",2016,2016-08-14,"Chicago Fire","Orlando City",2,2,"D","0.952380952380952","1.63636363636364","1.77272727272727","1.42857142857143","20","14","4","1.83","3.91","4.5"
"1608","USA","MLS",2016,2016-08-15,"Seattle Sounders","Real Salt Lake",2,1,"H","1.09090909090909","1.45833333333333","1.41666666666667","1.31818181818182","17","5","3","1.57","4.19","6.59"
"1609","USA","MLS",2016,2016-08-15,"Houston Dynamo","Toronto FC",1,1,"D","1.09090909090909","1.43478260869565","1.04347826086957","1.27272727272727","18","7","2","3.03","3.47","2.46"
"1610","USA","MLS",2016,2016-08-20,"San Jose Earthquakes","Houston Dynamo",1,2,"A","1.08695652173913","1.08695652173913","1.26086956521739","1.08695652173913","12","18","3","1.67","4.05","5.55"
"1611","USA","MLS",2016,2016-08-20,"New York City","Los Angeles Galaxy",1,0,"H","1.72","1.65217391304348","1","1.72","4","3","1","2.2","3.87","3.19"
"1612","USA","MLS",2016,2016-08-21,"Philadelphia Union","Toronto FC",1,3,"A","1.75","1.41666666666667","1.04166666666667","1.54166666666667","9","5","4","2.36","3.7","3.02"
"1613","USA","MLS",2016,2016-08-21,"Montreal Impact","Chicago Fire",0,3,"A","1.65217391304348","1","1.45454545454545","1.47826086956522","10","20","3","1.65","4.06","5.79"
"1614","USA","MLS",2016,2016-08-21,"New England Revolution","Columbus Crew",0,2,"A","1.20833333333333","1.31818181818182","1.72727272727273","1.83333333333333","17","19","2","2.1","3.76","3.54"
"1615","USA","MLS",2016,2016-08-21,"Colorado Rapids","Orlando City",0,0,"D","1.17391304347826","1.65217391304348","1.78260869565217","0.869565217391304","2","14","0","1.6","4.2","6.13"
"1616","USA","MLS",2016,2016-08-21,"Real Salt Lake","FC Dallas",1,0,"H","1.44","1.56","1.32","1.44","6","1","1","2.56","3.49","2.88"
"1617","USA","MLS",2016,2016-08-21,"Sporting Kansas City","Vancouver Whitecaps",2,0,"H","1.15384615384615","1.36","1.64","1.15384615384615","8","13","2","1.62","4.14","6"
"1618","USA","MLS",2016,2016-08-21,"DC United","New York Red Bulls",2,2,"D","1.04347826086957","1.72","1.32","1.21739130434783","15","7","4","2.77","3.56","2.61"
"1619","USA","MLS",2016,2016-08-22,"Seattle Sounders","Portland Timbers",3,1,"H","1.1304347826087","1.44","1.44","1.30434782608696","16","11","4","1.79","3.83","4.75"
"1620","USA","MLS",2016,2016-08-25,"Columbus Crew","Philadelphia Union",1,2,"A","1.34782608695652","1.72","1.6","1.65217391304348","19","9","3","1.7","4.13","5.12"
"1621","USA","MLS",2016,2016-08-25,"Montreal Impact","DC United",1,1,"D","1.58333333333333","1.08333333333333","1.25","1.54166666666667","10","16","2","1.72","3.92","5.3"
"1622","USA","MLS",2016,2016-08-25,"Orlando City","Toronto FC",1,2,"A","1.58333333333333","1.48","1.04","1.70833333333333","15","4","3","2.51","3.53","2.9"
"1623","USA","MLS",2016,2016-08-25,"Chicago Fire","Los Angeles Galaxy",2,2,"D","1.08695652173913","1.58333333333333","1","1.39130434782609","20","6","4","2.14","3.54","3.64"
"1624","USA","MLS",2016,2016-08-25,"Houston Dynamo","Seattle Sounders",1,1,"D","1.125","1.20833333333333","1.29166666666667","1.25","18","13","2","2.44","3.44","3.08"
"1625","USA","MLS",2016,2016-08-25,"San Jose Earthquakes","New England Revolution",0,0,"D","1.08333333333333","1.16","1.84","1.125","12","17","0","1.64","4.1","5.89"
"1626","USA","MLS",2016,2016-08-27,"Real Salt Lake","Colorado Rapids",2,1,"H","1.42307692307692","1.125","0.833333333333333","1.38461538461538","5","3","3","2.37","3.31","3.32"
"1627","USA","MLS",2016,2016-08-28,"DC United","Chicago Fire",6,2,"H","1.08","1.125","1.41666666666667","1.24","15","19","8","1.99","3.62","4.06"
"1628","USA","MLS",2016,2016-08-28,"Philadelphia Union","Sporting Kansas City",2,0,"H","1.73076923076923","1.18518518518519","1.11111111111111","1.57692307692308","9","7","2","2.29","3.55","3.27"
"1629","USA","MLS",2016,2016-08-28,"Columbus Crew","San Jose Earthquakes",2,0,"H","1.33333333333333","1.04","1.08","1.66666666666667","20","11","2","2.02","3.54","4.04"
"1630","USA","MLS",2016,2016-08-28,"Toronto FC","Montreal Impact",0,1,"A","1.5","1.56","1.52","1.03846153846154","2","10","1","1.71","3.98","5.29"
"1631","USA","MLS",2016,2016-08-28,"Houston Dynamo","FC Dallas",1,3,"A","1.12","1.5","1.30769230769231","1.24","18","1","4","2.98","3.46","2.46"
"1632","USA","MLS",2016,2016-08-28,"Los Angeles Galaxy","Vancouver Whitecaps",0,0,"D","1.6","1.30769230769231","1.65384615384615","1.04","6","14","0","1.72","4.05","5.06"
"1633","USA","MLS",2016,2016-08-28,"New York Red Bulls","New England Revolution",1,0,"H","1.73076923076923","1.11538461538462","1.76923076923077","1.34615384615385","8","17","1","1.53","4.56","6.65"
"1634","USA","MLS",2016,2016-08-28,"Portland Timbers","Seattle Sounders",4,2,"H","1.42307692307692","1.2","1.28","1.5","12","13","6","2.29","3.49","3.31"
"1635","USA","MLS",2016,2016-08-29,"Orlando City","New York City",2,1,"H","1.56","1.69230769230769","1.65384615384615","1.72","16","5","3","2.57","3.7","2.73"
"1636","USA","MLS",2016,2016-09-02,"New York City","DC United",3,2,"H","1.66666666666667","1.26923076923077","1.26923076923077","1.66666666666667","5","12","5","1.72","4.05","5.04"
"1637","USA","MLS",2016,2016-09-04,"Vancouver Whitecaps","New York Red Bulls",0,1,"A","1.25925925925926","1.7037037037037","1.2962962962963","1.59259259259259","16","7","1","2.78","3.33","2.74"
"1638","USA","MLS",2016,2016-09-04,"New England Revolution","Colorado Rapids",2,0,"H","1.07407407407407","1.12","0.88","1.74074074074074","17","4","2","2.06","3.41","4.07"
"1639","USA","MLS",2016,2016-09-04,"Chicago Fire","Philadelphia Union",3,0,"H","1.16","1.74074074074074","1.51851851851852","1.6","20","8","3","2.28","3.53","3.3"
"1640","USA","MLS",2016,2016-09-04,"FC Dallas","Portland Timbers",3,1,"H","1.55555555555556","1.51851851851852","1.51851851851852","1.2962962962963","1","11","4","1.63","4.22","5.68"
"1641","USA","MLS",2016,2016-09-04,"Los Angeles Galaxy","Columbus Crew",2,1,"H","1.53846153846154","1.36","1.6","1","6","18","3","2.06","3.61","3.82"
"1642","USA","MLS",2016,2016-09-08,"Montreal Impact","Orlando City",1,4,"A","1.53846153846154","1.57692307692308","1.69230769230769","1.46153846153846","10","14","5","1.6","4.4","5.75"
"1643","USA","MLS",2016,2016-09-08,"Real Salt Lake","Los Angeles Galaxy",3,3,"D","1.44444444444444","1.55555555555556","1","1.37037037037037","7","3","6","1.89","3.78","4.31"
"1644","USA","MLS",2016,2016-09-10,"Sporting Kansas City","Houston Dynamo",3,3,"D","1.14285714285714","1.11538461538462","1.30769230769231","1.14285714285714","9","20","6","1.55","4.16","7.19"
"1645","USA","MLS",2016,2016-09-10,"Columbus Crew","Vancouver Whitecaps",1,3,"A","1.34615384615385","1.21428571428571","1.57142857142857","1.61538461538462","18","16","4","1.72","4.06","5.07"
"1646","USA","MLS",2016,2016-09-11,"Philadelphia Union","Montreal Impact",1,1,"D","1.67857142857143","1.51851851851852","1.55555555555556","1.57142857142857","8","10","2","1.91","3.71","4.31"
"1647","USA","MLS",2016,2016-09-11,"New England Revolution","New York City",3,1,"H","1.10714285714286","1.71428571428571","1.67857142857143","1.67857142857143","17","4","4","2.16","3.68","3.45"
"1648","USA","MLS",2016,2016-09-11,"Chicago Fire","Toronto FC",1,2,"A","1.23076923076923","1.44444444444444","1.03703703703704","1.53846153846154","19","6","3","2.37","3.5","3.16"
"1649","USA","MLS",2016,2016-09-11,"FC Dallas","Colorado Rapids",0,1,"A","1.60714285714286","1.07692307692308","0.923076923076923","1.28571428571429","1","7","1","1.88","3.49","4.81"
"1650","USA","MLS",2016,2016-09-11,"Portland Timbers","Real Salt Lake",1,0,"H","1.5","1.5","1.42857142857143","1.57142857142857","11","3","1","1.73","4","5.1"
"1651","USA","MLS",2016,2016-09-11,"San Jose Earthquakes","Seattle Sounders",1,1,"D","1","1.23076923076923","1.38461538461538","1.11538461538462","15","16","2","2.31","3.28","3.47"
"1652","USA","MLS",2016,2016-09-11,"New York Red Bulls","DC United",2,2,"D","1.67857142857143","1.2962962962963","1.33333333333333","1.25","5","14","4","1.53","4.56","6.46"
"1653","USA","MLS",2016,2016-09-12,"Los Angeles Galaxy","Orlando City",4,2,"H","1.60714285714286","1.66666666666667","1.66666666666667","1.07142857142857","4","12","6","1.75","3.97","4.98"
"1654","USA","MLS",2016,2016-09-17,"Chicago Fire","DC United",2,2,"D","1.22222222222222","1.32142857142857","1.35714285714286","1.55555555555556","20","14","4","2.07","3.54","3.87"
"1655","USA","MLS",2016,2016-09-17,"Seattle Sounders","Vancouver Whitecaps",1,0,"H","1.22222222222222","1.27586206896552","1.55172413793103","1.37037037037037","17","13","1","1.81","3.91","4.61"
"1656","USA","MLS",2016,2016-09-17,"Portland Timbers","Philadelphia Union",2,1,"H","1.48275862068966","1.6551724137931","1.55172413793103","1.51724137931034","11","8","3","1.82","3.78","4.76"
"1657","USA","MLS",2016,2016-09-18,"New York City","FC Dallas",2,2,"D","1.68965517241379","1.55172413793103","1.27586206896552","1.72413793103448","7","1","4","2.59","3.35","2.94"
"1658","USA","MLS",2016,2016-09-18,"Montreal Impact","New England Revolution",1,3,"A","1.5","1.17241379310345","1.6551724137931","1.53571428571429","11","17","4","1.81","3.88","4.69"
"1659","USA","MLS",2016,2016-09-18,"Orlando City","Columbus Crew",1,4,"A","1.67857142857143","1.33333333333333","1.66666666666667","1.75","14","20","5","2.19","3.75","3.32"
"1660","USA","MLS",2016,2016-09-18,"Colorado Rapids","San Jose Earthquakes",0,0,"D","1.07407407407407","1","1.11111111111111","0.888888888888889","4","16","0","2.09","3.35","4.03"
"1661","USA","MLS",2016,2016-09-18,"Real Salt Lake","Houston Dynamo",0,1,"A","1.44827586206897","1.18518518518519","1.37037037037037","1.41379310344828","6","19","1","1.74","3.95","5.05"
"1662","USA","MLS",2016,2016-09-18,"Sporting Kansas City","Los Angeles Galaxy",2,2,"D","1.20689655172414","1.68965517241379","1.10344827586207","1.20689655172414","10","2","4","1.68","4.09","5.35"
"1663","USA","MLS",2016,2016-09-18,"Toronto FC","New York Red Bulls",3,3,"D","1.46428571428571","1.68965517241379","1.27586206896552","1.03571428571429","3","5","6","2.43","3.59","2.99"
"1664","USA","MLS",2016,2016-09-24,"New York City","Chicago Fire",4,1,"H","1.7","1.25","1.57142857142857","1.73333333333333","6","20","5","1.83","3.91","4.48"
"1665","USA","MLS",2016,2016-09-24,"Toronto FC","Philadelphia Union",1,1,"D","1.51724137931034","1.63333333333333","1.56666666666667","1.10344827586207","3","8","2","1.71","4.11","5.11"
"1666","USA","MLS",2016,2016-09-25,"DC United","Orlando City",4,1,"H","1.3448275862069","1.6551724137931","1.82758620689655","1.37931034482759","14","16","5","1.83","3.94","4.49"
"1667","USA","MLS",2016,2016-09-25,"New York Red Bulls","Montreal Impact",1,0,"H","1.73333333333333","1.48275862068966","1.58620689655172","1.33333333333333","6","11","1","1.56","4.57","6.12"
"1668","USA","MLS",2016,2016-09-25,"Vancouver Whitecaps","Colorado Rapids",3,3,"D","1.23333333333333","1.03571428571429","0.857142857142857","1.53333333333333","17","5","6","2.03","3.33","4.31"
"1669","USA","MLS",2016,2016-09-25,"Houston Dynamo","Portland Timbers",3,1,"H","1.17857142857143","1.5","1.5","1.32142857142857","18","9","4","2.14","3.59","3.57"
"1670","USA","MLS",2016,2016-09-25,"Real Salt Lake","FC Dallas",0,0,"D","1.4","1.56666666666667","1.3","1.4","7","1","0","2.64","3.28","2.93"
"1671","USA","MLS",2016,2016-09-25,"San Jose Earthquakes","Sporting Kansas City",1,2,"A","0.964285714285714","1.23333333333333","1.23333333333333","1.07142857142857","15","10","3","2.29","3.36","3.45"
"1672","USA","MLS",2016,2016-09-25,"Los Angeles Galaxy","Seattle Sounders",2,4,"A","1.7","1.21428571428571","1.32142857142857","1.13333333333333","2","13","6","2.1","3.62","3.66"
"1673","USA","MLS",2016,2016-09-26,"Columbus Crew","New England Revolution",2,0,"H","1.42857142857143","1.23333333333333","1.63333333333333","1.64285714285714","19","14","2","1.86","3.79","4.46"
"1674","USA","MLS",2016,2016-09-29,"DC United","Columbus Crew",3,0,"H","1.43333333333333","1.44827586206897","1.58620689655172","1.36666666666667","13","19","3","2.42","3.6","2.95"
"1675","USA","MLS",2016,2016-09-29,"Montreal Impact","San Jose Earthquakes",3,1,"H","1.43333333333333","0.96551724137931","1.10344827586207","1.56666666666667","12","16","4","1.98","3.55","4.22"
"1676","USA","MLS",2016,2016-09-29,"Toronto FC","Orlando City",0,0,"D","1.5","1.63333333333333","1.9","1.1","4","17","0","1.54","4.58","6.39"
"1677","USA","MLS",2016,2016-09-29,"Seattle Sounders","Chicago Fire",1,0,"H","1.31034482758621","1.24137931034483","1.6551724137931","1.3448275862069","11","20","1","1.45","4.93","7.39"
"1678","USA","MLS",2016,2016-10-01,"Houston Dynamo","New York City",0,2,"A","1.24137931034483","1.7741935483871","1.70967741935484","1.31034482758621","18","6","2","1.88","3.86","4.28"
"1679","USA","MLS",2016,2016-10-02,"New York Red Bulls","Philadelphia Union",3,2,"H","1.70967741935484","1.61290322580645","1.54838709677419","1.29032258064516","5","9","5","1.6","4.31","6.01"
"1680","USA","MLS",2016,2016-10-02,"Columbus Crew","Chicago Fire",3,0,"H","1.4","1.2","1.63333333333333","1.63333333333333","19","20","3","1.52","4.85","6.29"
"1681","USA","MLS",2016,2016-10-02,"New England Revolution","Sporting Kansas City",3,1,"H","1.19354838709677","1.25806451612903","1.2258064516129","1.64516129032258","14","8","4","2.17","3.6","3.48"
"1682","USA","MLS",2016,2016-10-02,"Toronto FC","DC United",1,2,"A","1.45161290322581","1.48387096774194","1.32258064516129","1.06451612903226","3","13","3","1.81","3.97","4.5"
"1683","USA","MLS",2016,2016-10-02,"Colorado Rapids","Portland Timbers",1,0,"H","1.10344827586207","1.48387096774194","1.54838709677419","0.931034482758621","6","12","1","1.99","3.55","4.15"
"1684","USA","MLS",2016,2016-10-02,"FC Dallas","Los Angeles Galaxy",1,0,"H","1.51612903225806","1.70967741935484","1.2258064516129","1.25806451612903","1","4","1","1.74","4.06","4.87"
"1685","USA","MLS",2016,2016-10-02,"San Jose Earthquakes","Real Salt Lake",2,1,"H","0.966666666666667","1.35483870967742","1.35483870967742","1.16666666666667","17","7","3","2.26","3.44","3.43"
"1686","USA","MLS",2016,2016-10-02,"Orlando City","Montreal Impact",0,1,"A","1.58064516129032","1.48387096774194","1.54838709677419","1.83870967741935","15","11","1","2.11","3.85","3.43"
"1687","USA","MLS",2016,2016-10-03,"Vancouver Whitecaps","Seattle Sounders",1,2,"A","1.29032258064516","1.3","1.3","1.58064516129032","17","12","3","2.39","3.36","3.24"
"1688","USA","MLS",2016,2016-10-09,"Houston Dynamo","Colorado Rapids",2,3,"A","1.2","1.1","0.9","1.33333333333333","19","3","5","2.41","3.29","3.27"
"1689","USA","MLS",2016,2016-10-13,"Seattle Sounders","Houston Dynamo",0,0,"D","1.32258064516129","1.2258064516129","1.38709677419355","1.29032258064516","8","19","0","1.38","5.14","9.52"
"1690","USA","MLS",2016,2016-10-14,"Chicago Fire","Columbus Crew",2,2,"D","1.16129032258065","1.45161290322581","1.58064516129032","1.67741935483871","20","16","4","3.1","3.77","2.28"
"1691","USA","MLS",2016,2016-10-14,"Colorado Rapids","San Jose Earthquakes",2,1,"H","1.16129032258065","1","1.16129032258065","0.935483870967742","2","15","3","1.82","3.62","5"
"1692","USA","MLS",2016,2016-10-16,"Chicago Fire","New England Revolution",2,1,"H","1.1875","1.25","1.625","1.6875","20","14","3","2.95","3.88","2.33"
"1693","USA","MLS",2016,2016-10-16,"DC United","New York City",3,1,"H","1.5","1.78125","1.65625","1.3125","10","4","4","2.09","3.82","3.52"
"1694","USA","MLS",2016,2016-10-16,"Montreal Impact","Toronto FC",2,2,"D","1.46875","1.4375","1.09375","1.5","9","5","4","2.35","3.62","3.09"
"1695","USA","MLS",2016,2016-10-16,"New York Red Bulls","Columbus Crew",3,2,"H","1.75","1.46875","1.59375","1.3125","3","16","5","1.38","5.55","8.34"
"1696","USA","MLS",2016,2016-10-16,"Philadelphia Union","Orlando City",0,2,"A","1.625","1.53125","1.8125","1.59375","12","17","2","1.56","4.59","5.96"
